epoch;accuracy;loss;precision;recall;val_accuracy;val_loss;val_precision;val_recall
0;0.23734533786773682;77.26302337646484;0.9146469831466675;0.890256404876709;0.2735426127910614;56.11071014404297;0.9207772612571716;1.0
0;0.23622047901153564;76.54999542236328;0.9204570651054382;0.8426666855812073;0.219730943441391;54.87553405761719;0.9207772612571716;1.0
0;0.2113943099975586;83.91456604003906;0.9223906993865967;0.846615731716156;0.23595505952835083;56.750431060791016;0.9149812459945679;1.0
1;0.22488754987716675;54.89017868041992;0.9155422449111938;1.0;0.24719101190567017;52.03953552246094;0.9149812459945679;1.0
2;0.24437780678272247;50.71519088745117;0.9155422449111938;1.0;0.2426966279745102;51.61222839355469;0.9149812459945679;1.0
3;0.23238380253314972;50.0459098815918;0.9155422449111938;1.0;0.23820224404335022;51.11362075805664;0.9149812459945679;1.0
4;0.23238380253314972;49.726707458496094;0.9155422449111938;1.0;0.2426966279745102;50.99174118041992;0.9149812459945679;1.0
5;0.24137930572032928;49.2835807800293;0.9155422449111938;1.0;0.24494382739067078;51.49168395996094;0.9149812459945679;1.0
6;0.2698650658130646;49.373043060302734;0.9155422449111938;1.0;0.23370786011219025;51.41377258300781;0.9149812459945679;1.0
7;0.2908545732498169;49.54609680175781;0.9155422449111938;1.0;0.23146067559719086;50.814208984375;0.9149812459945679;1.0
8;0.2593703269958496;48.599491119384766;0.9155422449111938;1.0;0.2404494434595108;51.9373664855957;0.9149812459945679;1.0
9;0.2563718259334564;48.86818313598633;0.9155422449111938;1.0;0.24494382739067078;54.927635192871094;0.9149812459945679;1.0
10;0.2863568067550659;47.85259246826172;0.9155422449111938;1.0;0.2719101011753082;52.71268081665039;0.9149812459945679;1.0
11;0.2893553078174591;47.791996002197266;0.9155422449111938;1.0;0.25168538093566895;52.76411437988281;0.9149812459945679;1.0
12;0.30584707856178284;46.69810485839844;0.9155422449111938;1.0;0.2561797797679901;53.655860900878906;0.9149812459945679;1.0
13;0.2893553078174591;46.929264068603516;0.9155422449111938;1.0;0.2426966279745102;52.9427490234375;0.9149812459945679;1.0
14;0.2893553078174591;45.40934371948242;0.9155422449111938;1.0;0.2247191071510315;53.132164001464844;0.9149812459945679;1.0
15;0.28185907006263733;44.43137741088867;0.9155422449111938;1.0;0.23595505952835083;54.69365692138672;0.9149812459945679;1.0
16;0.2878560721874237;44.53660202026367;0.9155422449111938;1.0;0.2224719077348709;54.4266242980957;0.9149812459945679;1.0
17;0.2893553078174591;44.08719253540039;0.9155422449111938;1.0;0.24719101190567017;56.004634857177734;0.9149812459945679;1.0
18;0.30284857749938965;44.09713363647461;0.9155422449111938;1.0;0.21348313987255096;59.86872100830078;0.9149812459945679;1.0
19;0.30134931206703186;43.23234939575195;0.9155422449111938;1.0;0.23146067559719086;54.88176345825195;0.9149812459945679;1.0
20;0.3403298258781433;40.341773986816406;0.9155422449111938;1.0;0.2539325952529907;56.71136474609375;0.9149812459945679;1.0
21;0.33283358812332153;38.960697174072266;0.9155211448669434;0.9997270703315735;0.2606741487979889;56.307350158691406;0.9149812459945679;1.0
22;0.35832083225250244;39.094383239746094;0.9157500267028809;0.9997270703315735;0.24943819642066956;60.584354400634766;0.9149812459945679;1.0
23;0.3688156008720398;37.88774490356445;0.9154999852180481;0.999454140663147;0.26516854763031006;57.83553695678711;0.9149812459945679;1.0
24;0.367316335439682;35.58687973022461;0.9159369468688965;0.9991812109947205;0.2606741487979889;59.60504913330078;0.9151970148086548;0.99836266040802
25;0.37781110405921936;35.84932327270508;0.9160821437835693;0.9980894923210144;0.2561797797679901;61.313663482666016;0.9149494171142578;0.9995906949043274
26;0.3958021104335785;34.4586181640625;0.9161661863327026;0.9991812109947205;0.24719101190567017;61.52310562133789;0.9155088067054749;0.9979533553123474
27;0.415292352437973;33.058349609375;0.9162277579307556;0.9969978332519531;0.26966291666030884;60.973731994628906;0.9151332974433899;0.99754399061203
28;0.40179911255836487;33.46525955200195;0.9173139333724976;0.9991812109947205;0.2539325952529907;58.982337951660156;0.9151014089584351;0.9971346855163574
29;0.4227886199951172;31.150651931762695;0.9168968200683594;0.9967249035835266;0.25168538093566895;64.00707244873047;0.914941668510437;0.9950879812240601
30;0.4137931168079376;31.430097579956055;0.9173367023468018;0.9964519739151001;0.24943819642066956;61.73330307006836;0.9151970148086548;0.99836266040802
31;0.4242878556251526;30.635746002197266;0.9173781871795654;0.9969978332519531;0.26516854763031006;60.98237228393555;0.9145009517669678;0.9938600063323975
32;0.43928036093711853;28.747095108032227;0.9176944494247437;0.9950873255729675;0.2606741487979889;63.76465606689453;0.9149736762046814;0.9954973459243774
33;0.4557721018791199;28.049097061157227;0.9185371994972229;0.9939956068992615;0.2539325952529907;61.740909576416016;0.915005624294281;0.99590665102005
34;0.46176910400390625;28.685808181762695;0.918181836605072;0.9923580884933472;0.26292136311531067;62.659576416015625;0.9147812724113464;0.9930413365364075
35;0.45877060294151306;26.20711326599121;0.9179707169532776;0.9926310181617737;0.27415731549263;63.31333541870117;0.9149659872055054;0.9909946918487549
36;0.4797601103782654;26.135713577270508;0.9184809923171997;0.9901746511459351;0.2584269642829895;64.9427719116211;0.9153499007225037;0.99590665102005
37;0.4692653715610504;25.184120178222656;0.9184809923171997;0.9901746511459351;0.25168538093566895;65.03357696533203;0.9148372411727905;0.9893573522567749
38;0.48125937581062317;24.170207977294922;0.9195431470870972;0.9888100624084473;0.2786516845226288;66.25375366210938;0.9150227904319763;0.9873107075691223
39;0.5127436518669128;22.434261322021484;0.9206308722496033;0.9877183437347412;0.26516854763031006;67.52217102050781;0.9147727489471436;0.9885386824607849
40;0.5277361273765564;21.530061721801758;0.9186578392982483;0.9863536953926086;0.2247191071510315;66.15318298339844;0.9154552221298218;0.9795333743095398
41;0.5322338938713074;21.847312927246094;0.9220746159553528;0.9849891066551208;0.26292136311531067;67.38912200927734;0.9149828553199768;0.9823986887931824
42;0.5097451210021973;21.79606056213379;0.9206835031509399;0.9852620363235474;0.2539325952529907;70.41061401367188;0.9157453179359436;0.9832173585891724
43;0.5337331295013428;21.39030647277832;0.9211469292640686;0.9819868803024292;0.2584269642829895;65.93103790283203;0.9151836633682251;0.9893573522567749
44;0.526236891746521;21.069786071777344;0.9219749569892883;0.9836244583129883;0.2539325952529907;68.68624877929688;0.9154552221298218;0.9795333743095398
45;0.5547226667404175;19.755840301513672;0.9249164462089539;0.9817139506340027;0.2539325952529907;70.45584106445312;0.915054976940155;0.9877200126647949
46;0.5787106156349182;18.782638549804688;0.923037588596344;0.9852620363235474;0.26516854763031006;71.07302856445312;0.915032684803009;0.9742120504379272
47;0.5382308959960938;17.67534065246582;0.9242110848426819;0.9751637578010559;0.23595505952835083;68.36143493652344;0.9147404432296753;0.9881293773651123
48;0.5592203736305237;17.319782257080078;0.9233736395835876;0.9800764322280884;0.23146067559719086;70.6268081665039;0.9152215719223022;0.9721653461456299
49;0.5877061486244202;16.93123435974121;0.9270453453063965;0.971069872379303;0.23595505952835083;68.61176300048828;0.9155198931694031;0.9803520441055298
50;0.5757121443748474;16.18140411376953;0.9280351996421814;0.9784388542175293;0.2404494434595108;70.1575698852539;0.915837824344635;0.9799426794052124
51;0.5832083821296692;16.755413055419922;0.9279021620750427;0.9729803204536438;0.24719101190567017;70.50882720947266;0.9154929518699646;0.984445333480835
